,ts_code,trade_date,suspend_timing,suspend_type
0,002350.SZ,20200703,,R
0,002592.SZ,20200702,,R
1,600807.SH,20200702,,R
0,000662.SZ,20200701,,R
1,002086.SZ,20200701,,R
2,002207.SZ,20200701,,R
3,002470.SZ,20200701,,R
4,002638.SZ,20200701,,R
5,600090.SH,20200701,,R
6,600185.SH,20200701,,R
7,600226.SH,20200701,,R
8,600242.SH,20200701,,R
9,600247.SH,20200701,,R
10,603157.SH,20200701,,R
11,000597.SZ,20200701,,R
0,600145.SH,20200630,,R
1,002220.SZ,20200630,,R
2,300185.SZ,20200630,,R
0,002500.SZ,20200629,,R
1,600175.SH,20200629,,R
2,000835.SZ,20200629,,R
3,002280.SZ,20200629,,R
4,002770.SZ,20200629,,R
5,600781.SH,20200629,,R
0,000980.SZ,20200624,,R
1,600086.SH,20200624,,R
2,600146.SH,20200624,,R
3,002575.SZ,20200624,,R
4,600238.SH,20200624,,R
5,600738.SH,20200624,,R
6,839719.BJ,20200624,,R
0,000868.SZ,20200623,,R
1,000981.SZ,20200623,,R
2,600589.SH,20200623,,R
0,002071.SZ,20200622,,R
1,002305.SZ,20200622,,R
2,000906.SZ,20200622,,R
3,000927.SZ,20200622,,R
0,000572.SZ,20200619,,R
0,002336.SZ,20200618,,R
0,600734.SH,20200616,,R
1,000687.SZ,20200616,,R
2,300525.SZ,20200616,,R
3,600889.SH,20200616,,R
0,002650.SZ,20200615,,R
1,600671.SH,20200615,,R
2,002187.SZ,20200615,,R
3,600824.SH,20200615,,R
4,601969.SH,20200615,,R
5,000909.SZ,20200615,,R
0,002021.SZ,20200612,,R
1,000504.SZ,20200612,,R
2,603477.SH,20200612,,R
3,002758.SZ,20200612,,R
0,600599.SH,20200611,,R
1,600727.SH,20200611,,R
2,600745.SH,20200611,,R
0,000911.SZ,20200610,,R
1,601111.SH,20200610,,R
2,430300.BJ,20200610,,R
0,002072.SZ,20200609,,R
1,002188.SZ,20200609,,R
2,002289.SZ,20200609,,R
3,002333.SZ,20200609,,R
4,002569.SZ,20200609,,R
5,002642.SZ,20200609,,R
0,002190.SZ,20200608,,R
1,002090.SZ,20200608,,R
2,002822.SZ,20200608,,R
3,600081.SH,20200608,,R
4,600306.SH,20200608,,R
5,000155.SZ,20200608,,R
6,000668.SZ,20200608,,R
7,001979.SZ,20200608,,R
8,002049.SZ,20200608,,R
0,000897.SZ,20200605,,R
0,002200.SZ,20200604,,R
1,002509.SZ,20200604,,R
0,002263.SZ,20200603,,R
1,000612.SZ,20200603,,R
0,600080.SH,20200602,,R
1,600568.SH,20200602,,R
2,002220.SZ,20200602,,R
3,300106.SZ,20200602,,R
4,300571.SZ,20200602,,R
5,300426.SZ,20200602,,R
6,600037.SH,20200602,,R
0,000806.SZ,20200601,,R
1,300666.SZ,20200601,,R
2,603701.SH,20200601,,R
3,002634.SZ,20200601,,R
4,600816.SH,20200601,,R
5,300211.SZ,20200601,,R
0,000803.SZ,20200529,,R
1,002074.SZ,20200529,,R
0,600217.SH,20200528,,R
1,603919.SH,20200528,,R
2,002254.SZ,20200528,,R
3,603006.SH,20200528,,R
0,600185.SH,20200525,,R
0,600095.SH,20200522,,R
1,300440.SZ,20200522,,R
2,833394.BJ,20200522,,R
0,600821.SH,20200521,,R
0,000966.SZ,20200520,,R
1,002532.SZ,20200520,,R
2,300521.SZ,20200520,,R
3,832651.BJ,20200520,,R
0,838227.BJ,20200519,,R
0,000403.SZ,20200515,,R
0,600662.SH,20200514,,R
1,000732.SZ,20200514,,R
0,600421.SH,20200513,,R
1,600652.SH,20200513,,R
2,601558.SH,20200513,,R
0,300344.SZ,20200512,,R
1,600893.SH,20200512,,R
0,600084.SH,20200511,,R
1,600654.SH,20200511,,R
0,002282.SZ,20200508,,R
1,300022.SZ,20200508,,R
2,603306.SH,20200508,,R
0,000587.SZ,20200507,,R
1,300156.SZ,20200507,,R
2,300431.SZ,20200507,,R
3,600729.SH,20200507,,R
0,002323.SZ,20200506,,R
1,600215.SH,20200506,,R
2,600179.SH,20200506,,R
3,002219.SZ,20200506,,R
4,000663.SZ,20200506,,R
5,002354.SZ,20200506,,R
6,000585.SZ,20200506,,R
7,600175.SH,20200506,,R
8,000408.SZ,20200506,,R
9,002247.SZ,20200506,,R
10,002535.SZ,20200506,,R
11,000669.SZ,20200506,,R
12,002586.SZ,20200506,,R
13,002529.SZ,20200506,,R
14,002681.SZ,20200506,,R
15,000803.SZ,20200506,,R
16,002052.SZ,20200506,,R
17,002719.SZ,20200506,,R
18,000780.SZ,20200506,,R
19,002447.SZ,20200506,,R
20,603996.SH,20200506,,R
21,600666.SH,20200506,,R
22,600470.SH,20200506,,R
23,600726.SH,20200506,,R
24,600358.SH,20200506,,R
25,600306.SH,20200506,,R
26,600280.SH,20200506,,R
27,600651.SH,20200506,,R
28,603555.SH,20200506,,R
29,600530.SH,20200506,,R
30,600555.SH,20200506,,R
31,600255.SH,20200506,,R
32,600978.SH,20200506,,R
0,600595.SH,20200430,,R
1,002700.SZ,20200430,,R
2,002502.SZ,20200430,,R
3,002496.SZ,20200430,,R
4,002469.SZ,20200430,,R
5,002445.SZ,20200430,,R
6,002426.SZ,20200430,,R
7,002418.SZ,20200430,,R
8,002716.SZ,20200430,,R
9,300008.SZ,20200430,,R
10,600284.SH,20200430,,R
11,600122.SH,20200430,,R
12,600385.SH,20200430,,R
13,600069.SH,20200430,,R
14,600698.SH,20200430,,R
15,600836.SH,20200430,,R
16,600856.SH,20200430,,R
17,000679.SZ,20200430,,R
18,600892.SH,20200430,,R
19,600898.SH,20200430,,R
20,600721.SH,20200430,,R
21,002121.SZ,20200430,,R
22,002176.SZ,20200430,,R
23,002077.SZ,20200430,,R
24,002076.SZ,20200430,,R
0,000017.SZ,20200429,,R
1,000536.SZ,20200429,,R
2,000595.SZ,20200429,,R
3,000673.SZ,20200429,,R
4,002113.SZ,20200429,,R
5,002147.SZ,20200429,,R
6,002255.SZ,20200429,,R
7,002513.SZ,20200429,,R
8,600083.SH,20200429,,R
9,600311.SH,20200429,,R
10,600821.SH,20200429,,R
11,603389.SH,20200429,,R
12,600375.SH,20200429,,R
13,600596.SH,20200429,,R
0,603603.SH,20200428,,R
1,000890.SZ,20200428,,R
2,002319.SZ,20200428,,R
3,601798.SH,20200428,,R
4,300427.SZ,20200428,,R
0,600241.SH,20200427,,R
1,002256.SZ,20200427,,R
2,600212.SH,20200427,,R
3,600290.SH,20200427,,R
0,600225.SH,20200424,,R
1,002079.SZ,20200424,,R
2,300015.SZ,20200424,,R
0,000837.SZ,20200423,,R
1,600051.SH,20200423,,R
2,002307.SZ,20200423,,R
0,002192.SZ,20200422,,R
1,002575.SZ,20200422,,R
2,600243.SH,20200422,,R
3,300056.SZ,20200422,,R
4,300539.SZ,20200422,,R
0,600119.SH,20200421,,R
1,600321.SH,20200421,,R
2,600556.SH,20200421,,R
3,600877.SH,20200421,,R
4,300419.SZ,20200421,,R
5,300164.SZ,20200421,,R
0,300197.SZ,20200420,,R
1,832023.BJ,20200420,,R
0,600526.SH,20200417,,R
1,600812.SH,20200417,,R
0,600354.SH,20200416,,R
1,000727.SZ,20200416,,R
2,600116.SH,20200416,,R
3,600370.SH,20200416,,R
4,600803.SH,20200416,,R
5,603588.SH,20200416,,R
0,600209.SH,20200415,,R
1,300334.SZ,20200415,,R
0,000678.SZ,20200414,,R
1,002333.SZ,20200414,,R
2,603032.SH,20200414,,R
0,600396.SH,20200413,,R
0,000927.SZ,20200410,,R
1,300802.SZ,20200410,,R
0,600186.SH,20200409,,R
1,600234.SH,20200409,,R
0,600039.SH,20200408,,R
1,000615.SZ,20200408,,R
0,600079.SH,20200403,,R
0,000509.SZ,20200401,,R
1,600416.SH,20200401,,R
0,002884.SZ,20200331,,R
1,600860.SH,20200331,,R
2,300295.SZ,20200331,,R
0,300256.SZ,20200330,,R
0,601231.SH,20200327,,R
0,600278.SH,20200326,,R
1,000505.SZ,20200326,,R
2,600745.SH,20200326,,R
0,600766.SH,20200325,,R
0,601555.SH,20200323,,R
1,600354.SH,20200323,,R
2,002308.SZ,20200323,,R
3,600890.SH,20200323,,R
0,600158.SH,20200320,,R
1,600310.SH,20200320,,R
2,603399.SH,20200320,,R
0,000977.SZ,20200319,,R
1,601162.SH,20200319,,R
2,300592.SZ,20200319,,R
3,600228.SH,20200319,,R
0,603002.SH,20200318,,R
0,000502.SZ,20200316,,R
0,601127.SH,20200313,,R
0,300070.SZ,20200312,,R
0,600167.SH,20200311,,R
0,000901.SZ,20200306,,R
0,002724.SZ,20200305,,R
1,600732.SH,20200305,,R
2,603960.SH,20200305,,R
0,603066.SH,20200304,,R
0,600289.SH,20200228,,R
0,300173.SZ,20200227,,R
0,430564.BJ,20200221,,R
0,000800.SZ,20200219,,R
1,300294.SZ,20200219,,R
0,600093.SH,20200214,,R
0,300353.SZ,20200212,,R
0,300397.SZ,20200205,,R
0,603637.SH,20200203,,R
0,000032.SZ,20200122,,R
1,002761.SZ,20200122,,R
2,002902.SZ,20200122,,R
3,600677.SH,20200122,,R
0,600186.SH,20200121,,R
1,600226.SH,20200121,,R
2,600817.SH,20200121,,R
0,000792.SZ,20200120,,R
1,000803.SZ,20200120,,R
2,600679.SH,20200120,,R
3,830832.BJ,20200120,,R
0,002266.SZ,20200117,,R
1,300571.SZ,20200117,,R
2,300592.SZ,20200117,,R
3,600248.SH,20200117,,R
0,002645.SZ,20200116,,R
1,600075.SH,20200116,,R
2,600215.SH,20200116,,R
0,601258.SH,20200115,,R
0,000750.SZ,20200114,,R
1,600319.SH,20200114,,R
2,600419.SH,20200114,,R
0,002656.SZ,20200113,,R
1,600150.SH,20200113,,R
0,002552.SZ,20200107,,R
1,300269.SZ,20200107,,R
2,300391.SZ,20200107,,R
0,600538.SH,20200106,,R
0,002115.SZ,20200103,,R
1,603960.SH,20200103,,R
0,600966.SH,20200102,,R
1,603799.SH,20200102,,R
2,830879.BJ,20200102,,R
0,002082.SZ,20191231,,R
1,002514.SZ,20191231,,R
2,831305.BJ,20191231,,R
0,300116.SZ,20191230,,R
1,300715.SZ,20191230,,R
2,601101.SH,20191230,,R
3,601258.SH,20191230,,R
0,002338.SZ,20191227,,R
1,300290.SZ,20191227,,R
2,600116.SH,20191227,,R
0,002466.SZ,20191226,,R
1,600290.SH,20191226,,R
2,600517.SH,20191226,,R
3,600562.SH,20191226,,R
0,000498.SZ,20191224,,R
1,300358.SZ,20191224,,R
0,000927.SZ,20191223,,R
1,300344.SZ,20191223,,R
2,300661.SZ,20191223,,R
3,600815.SH,20191223,,R
0,600423.SH,20191220,,R
0,600482.SH,20191219,,R
1,831834.BJ,20191219,,R
0,002793.SZ,20191218,,R
1,300655.SZ,20191218,,R
0,002285.SZ,20191216,,R
1,600354.SH,20191216,,R
2,600651.SH,20191216,,R
3,601700.SH,20191216,,R
0,002655.SZ,20191213,,R
1,600487.SH,20191213,,R
2,601231.SH,20191213,,R
0,000040.SZ,20191212,,R
1,000953.SZ,20191212,,R
2,300165.SZ,20191212,,R
3,600240.SH,20191212,,R
0,002483.SZ,20191211,,R
1,002533.SZ,20191211,,R
2,300063.SZ,20191211,,R
0,000413.SZ,20191210,,R
1,002047.SZ,20191210,,R
0,002254.SZ,20191209,,R
0,833873.BJ,20191206,,R
0,002556.SZ,20191205,,R
1,600800.SH,20191205,,R
2,603348.SH,20191205,,R
0,002323.SZ,20191204,,R
0,000651.SZ,20191203,,R
1,002021.SZ,20191203,,R
0,002724.SZ,20191202,,R
1,002761.SZ,20191202,,R
0,600483.SH,20191129,,R
1,600489.SH,20191129,,R
2,603859.SH,20191129,,R
0,600226.SH,20191127,,R
0,000040.SZ,20191126,,R
1,831526.BJ,20191126,,R
0,000018.SZ,20191125,,R
1,300053.SZ,20191125,,R
2,603779.SH,20191125,,R
0,600072.SH,20191122,,R
1,603123.SH,20191122,,R
0,300483.SZ,20191121,,R
1,600855.SH,20191121,,R
2,601899.SH,20191121,,R
0,300345.SZ,20191120,,R
0,002528.SZ,20191119,,R
0,000410.SZ,20191118,,R
1,300607.SZ,20191118,,R
2,600727.SH,20191118,,R
0,300223.SZ,20191115,,R
0,000958.SZ,20191114,,R
1,000982.SZ,20191114,,R
2,002252.SZ,20191114,,R
3,603810.SH,20191114,,R
0,300457.SZ,20191112,,R
1,600556.SH,20191112,,R
0,002453.SZ,20191111,,R
1,002542.SZ,20191111,,R
0,300116.SZ,20191108,,R
0,000004.SZ,20191107,,R
1,000792.SZ,20191107,,R
2,300080.SZ,20191107,,R
3,300192.SZ,20191107,,R
4,300749.SZ,20191107,,R
5,600328.SH,20191107,,R
6,688005.SH,20191107,,R
0,000803.SZ,20191106,,R
0,600746.SH,20191105,,R
1,603588.SH,20191105,,R
2,830974.BJ,20191105,,R
0,000090.SZ,20191104,,R
1,600131.SH,20191104,,R
2,600250.SH,20191104,,R
3,600319.SH,20191104,,R
0,002336.SZ,20191101,,R
1,300667.SZ,20191101,,R
2,603977.SH,20191101,,R
0,000156.SZ,20191031,,R
1,000987.SZ,20191031,,R
2,600030.SH,20191031,,R
3,600163.SH,20191031,,R
0,300015.SZ,20191030,,R
0,000906.SZ,20191028,,R
1,300273.SZ,20191028,,R
2,300561.SZ,20191028,,R
3,600279.SH,20191028,,R
4,600747.SH,20191028,,R
0,300109.SZ,20191025,,R
0,300731.SZ,20191024,,R
1,601968.SH,20191024,,R
0,001914.SZ,20191023,,R
1,002486.SZ,20191023,,R
0,002243.SZ,20191022,,R
1,300670.SZ,20191022,,R
2,600575.SH,20191022,,R
0,000758.SZ,20191021,,R
0,000785.SZ,20191018,,R
1,002143.SZ,20191018,,R
0,000048.SZ,20191015,,R
1,832110.BJ,20191015,,R
0,600810.SH,20191014,,R
1,836826.BJ,20191014,,R
0,002413.SZ,20191011,,R
1,002795.SZ,20191011,,R
0,002236.SZ,20191010,,R
1,002240.SZ,20191010,,R
2,002415.SZ,20191010,,R
3,600988.SH,20191010,,R
0,002716.SZ,20191009,,R
1,600826.SH,20191009,,R
2,601113.SH,20191009,,R
0,000893.SZ,20191008,,R
0,002064.SZ,20190930,,R
1,300054.SZ,20190930,,R
2,300211.SZ,20190930,,R
3,600026.SH,20190930,,R
4,600615.SH,20190930,,R
0,002761.SZ,20190927,,R
1,300531.SZ,20190927,,R
2,600664.SH,20190927,,R
3,600829.SH,20190927,,R
0,000409.SZ,20190926,,R
1,000975.SZ,20190926,,R
2,002082.SZ,20190926,,R
0,002208.SZ,20190925,,R
1,300340.SZ,20190925,,R
2,603183.SH,20190925,,R
3,834021.BJ,20190925,,R
0,603031.SH,20190924,,R
1,603477.SH,20190924,,R
0,002459.SZ,20190920,,R
1,002579.SZ,20190920,,R
2,600764.SH,20190920,,R
0,002552.SZ,20190919,,R
1,832978.BJ,20190919,,R
0,000976.SZ,20190917,,R
1,300530.SZ,20190917,,R
0,600682.SH,20190916,,R
1,830799.BJ,20190916,,R
0,002018.SZ,20190912,,R
0,000661.SZ,20190911,,R
1,300124.SZ,20190911,,R
2,600803.SH,20190911,,R
0,002282.SZ,20190909,,R
1,002747.SZ,20190909,,R
2,601258.SH,20190909,,R
3,833994.BJ,20190909,,R
0,600496.SH,20190905,,R
1,839719.BJ,20190905,,R
0,831175.BJ,20190904,,R
0,600781.SH,20190903,,R
0,002556.SZ,20190902,,R
1,300475.SZ,20190902,,R
2,600821.SH,20190902,,R
0,000953.SZ,20190830,,R
1,002225.SZ,20190830,,R
2,300551.SZ,20190830,,R
0,600605.SH,20190828,,R
0,000627.SZ,20190827,,R
1,002477.SZ,20190827,,R
0,000895.SZ,20190826,,R
1,000982.SZ,20190826,,R
0,836263.BJ,20190822,,R
1,832982.BJ,20190822,,R
0,000585.SZ,20190821,,R
1,430425.BJ,20190821,,R
0,000410.SZ,20190820,,R
1,300492.SZ,20190820,,R
0,300666.SZ,20190819,,R
0,000932.SZ,20190815,,R
1,002194.SZ,20190815,,R
2,600150.SH,20190815,,R
3,600685.SH,20190815,,R
0,600647.SH,20190813,,R
1,603188.SH,20190813,,R
0,600856.SH,20190812,,R
0,600556.SH,20190809,,R
0,300455.SZ,20190808,,R
0,002310.SZ,20190806,,R
1,002486.SZ,20190806,,R
0,600483.SH,20190802,,R
1,600732.SH,20190802,,R
0,002306.SZ,20190801,,R
1,430476.BJ,20190801,,R
0,000687.SZ,20190731,,R
1,002647.SZ,20190731,,R
2,002891.SZ,20190731,,R
0,600179.SH,20190730,,R
0,000545.SZ,20190729,,R
1,000708.SZ,20190729,,R
0,300462.SZ,20190726,,R
1,600135.SH,20190726,,R
0,000600.SZ,20190725,,R
1,300108.SZ,20190725,,R
2,600328.SH,20190725,,R
3,600781.SH,20190725,,R
0,002336.SZ,20190724,,R
0,000766.SZ,20190723,,R
0,000505.SZ,20190722,,R
1,600893.SH,20190722,,R
0,300080.SZ,20190718,,R
0,300655.SZ,20190717,,R
1,603603.SH,20190717,,R
0,603015.SH,20190716,,R
1,603810.SH,20190716,,R
0,300290.SZ,20190715,,R
1,300576.SZ,20190715,,R
2,600306.SH,20190715,,R
0,000895.SZ,20190712,,R
1,300629.SZ,20190712,,R
2,600485.SH,20190712,,R
0,002185.SZ,20190711,,R
0,000816.SZ,20190710,,R
1,000818.SZ,20190710,,R
0,002193.SZ,20190709,,R
0,002627.SZ,20190708,,R
0,002612.SZ,20190705,,R
1,002645.SZ,20190705,,R
2,600186.SH,20190705,,R
3,603997.SH,20190705,,R
0,600510.SH,20190703,,R
0,300157.SZ,20190702,,R
1,600095.SH,20190702,,R
0,000715.SZ,20190701,,R
0,002263.SZ,20190628,,R
1,600141.SH,20190628,,R
2,600880.SH,20190628,,R
3,603386.SH,20190628,,R
0,002731.SZ,20190627,,R
1,600158.SH,20190627,,R
2,603019.SH,20190627,,R
3,603315.SH,20190627,,R
0,300294.SZ,20190626,,R
0,300192.SZ,20190625,,R
1,600816.SH,20190625,,R
0,300054.SZ,20190624,,R
1,300168.SZ,20190624,,R
2,600075.SH,20190624,,R
3,600078.SH,20190624,,R
4,600250.SH,20190624,,R
0,002915.SZ,20190620,,R
1,600421.SH,20190620,,R
2,600480.SH,20190620,,R
0,000862.SZ,20190619,,R
1,600179.SH,20190619,,R
2,600208.SH,20190619,,R
0,000818.SZ,20190618,,R
1,300592.SZ,20190618,,R
2,600217.SH,20190618,,R
3,600487.SH,20190618,,R
0,600353.SH,20190617,,R
0,600844.SH,20190614,,R
0,000062.SZ,20190612,,R
0,603789.SH,20190611,,R
0,002825.SZ,20190606,,R
1,600745.SH,20190606,,R
0,300173.SZ,20190605,,R
1,600126.SH,20190605,,R
0,002338.SZ,20190604,,R
1,002692.SZ,20190604,,R
0,002049.SZ,20190603,,R
0,002240.SZ,20190531,,R
0,000538.SZ,20190529,,R
1,002586.SZ,20190529,,R
2,603996.SH,20190529,,R
0,002220.SZ,20190528,,R
0,002199.SZ,20190527,,R
1,300325.SZ,20190527,,R
2,300374.SZ,20190527,,R
3,300506.SZ,20190527,,R
0,002579.SZ,20190524,,R
1,600112.SH,20190524,,R
2,833171.BJ,20190524,,R
0,000333.SZ,20190522,,R
0,600277.SH,20190521,,R
1,600518.SH,20190521,,R
2,603022.SH,20190521,,R
0,300475.SZ,20190520,,R
1,600278.SH,20190520,,R
0,300223.SZ,20190517,,R
1,600746.SH,20190517,,R
0,002816.SZ,20190516,,R
1,300167.SZ,20190516,,R
2,600696.SH,20190516,,R
0,000715.SZ,20190515,,R
1,002417.SZ,20190515,,R
0,300013.SZ,20190514,,R
0,000803.SZ,20190513,,R
0,002554.SZ,20190510,,R
1,833994.BJ,20190510,,R
0,002456.SZ,20190509,,R
1,300391.SZ,20190509,,R
2,600247.SH,20190509,,R
3,600769.SH,20190509,,R
4,603557.SH,20190509,,R
0,600282.SH,20190508,,R
1,600370.SH,20190508,,R
0,300670.SZ,20190507,,R
1,600209.SH,20190507,,R
2,600778.SH,20190507,,R
3,603501.SH,20190507,,R
0,000018.SZ,20190506,,R
1,000504.SZ,20190506,,R
2,000566.SZ,20190506,,R
3,000611.SZ,20190506,,R
4,000752.SZ,20190506,,R
5,000760.SZ,20190506,,R
6,000820.SZ,20190506,,R
7,000981.SZ,20190506,,R
8,002072.SZ,20190506,,R
9,002089.SZ,20190506,,R
10,002210.SZ,20190506,,R
11,002259.SZ,20190506,,R
12,002290.SZ,20190506,,R
13,002333.SZ,20190506,,R
14,002356.SZ,20190506,,R
15,002359.SZ,20190506,,R
16,002450.SZ,20190506,,R
17,002501.SZ,20190506,,R
18,002684.SZ,20190506,,R
19,002711.SZ,20190506,,R
20,002766.SZ,20190506,,R
21,600119.SH,20190506,,R
22,600462.SH,20190506,,R
23,600595.SH,20190506,,R
24,600652.SH,20190506,,R
25,600654.SH,20190506,,R
26,600747.SH,20190506,,R
27,600816.SH,20190506,,R
28,600891.SH,20190506,,R
29,600687.SH,20190506,,R
0,000571.SZ,20190430,,R
1,000792.SZ,20190430,,R
2,000971.SZ,20190430,,R
3,002005.SZ,20190430,,R
4,002021.SZ,20190430,,R
5,002143.SZ,20190430,,R
6,002420.SZ,20190430,,R
7,002423.SZ,20190430,,R
8,002569.SZ,20190430,,R
9,002573.SZ,20190430,,R
10,002629.SZ,20190430,,R
11,600240.SH,20190430,,R
12,600721.SH,20190430,,R
13,600726.SH,20190430,,R
14,600815.SH,20190430,,R
15,600868.SH,20190430,,R
0,001914.SZ,20190429,,R
1,002175.SZ,20190429,,R
2,002872.SZ,20190429,,R
3,300596.SZ,20190429,,R
4,600186.SH,20190429,,R
5,600234.SH,20190429,,R
6,600396.SH,20190429,,R
7,600421.SH,20190429,,R
8,600614.SH,20190429,,R
9,600615.SH,20190429,,R
10,600666.SH,20190429,,R
0,000010.SZ,20190426,,R
1,000422.SZ,20190426,,R
2,000707.SZ,20190426,,R
3,000720.SZ,20190426,,R
4,002200.SZ,20190426,,R
5,002289.SZ,20190426,,R
6,002477.SZ,20190426,,R
7,002499.SZ,20190426,,R
8,002642.SZ,20190426,,R
9,600084.SH,20190426,,R
10,600238.SH,20190426,,R
11,600385.SH,20190426,,R
0,002793.SZ,20190425,,R
1,300435.SZ,20190425,,R
2,600133.SH,20190425,,R
3,600800.SH,20190425,,R
0,000572.SZ,20190424,,R
1,000670.SZ,20190424,,R
2,002711.SZ,20190424,,R
3,600198.SH,20190424,,R
4,601798.SH,20190424,,R
0,300561.SZ,20190423,,R
1,300682.SZ,20190423,,R
2,600239.SH,20190423,,R
3,600807.SH,20190423,,R
4,600988.SH,20190423,,R
0,002758.SZ,20190422,,R
1,600397.SH,20190422,,R
2,600526.SH,20190422,,R
3,603799.SH,20190422,,R
0,000737.SZ,20190418,,R
1,002514.SZ,20190418,,R
2,002570.SZ,20190418,,R
3,002770.SZ,20190418,,R
0,000868.SZ,20190417,,R
1,000909.SZ,20190417,,R
2,002166.SZ,20190417,,R
3,002336.SZ,20190417,,R
4,300146.SZ,20190417,,R
5,300489.SZ,20190417,,R
6,601012.SH,20190417,,R
7,603183.SH,20190417,,R
0,000571.SZ,20190416,,R
1,002761.SZ,20190416,,R
2,831305.BJ,20190416,,R
0,000912.SZ,20190415,,R
1,600360.SH,20190415,,R
0,000800.SZ,20190412,,R
1,000820.SZ,20190412,,R
2,002617.SZ,20190412,,R
3,600687.SH,20190412,,R
4,601137.SH,20190412,,R
0,000004.SZ,20190410,,R
1,000752.SZ,20190410,,R
2,002064.SZ,20190410,,R
3,600749.SH,20190410,,R
4,600891.SH,20190410,,R
5,603977.SH,20190410,,R
0,000651.SZ,20190409,,R
1,000655.SZ,20190409,,R
2,000958.SZ,20190409,,R
3,002610.SZ,20190409,,R
4,002629.SZ,20190409,,R
5,300492.SZ,20190409,,R
6,600855.SH,20190409,,R
7,600870.SH,20190409,,R
0,000503.SZ,20190408,,R
1,000927.SZ,20190408,,R
2,002143.SZ,20190408,,R
3,600150.SH,20190408,,R
4,600163.SH,20190408,,R
5,600399.SH,20190408,,R
6,600539.SH,20190408,,R
7,600685.SH,20190408,,R
8,600779.SH,20190408,,R
9,600896.SH,20190408,,R
0,000911.SZ,20190404,,R
1,300124.SZ,20190404,,R
2,300466.SZ,20190404,,R
3,300604.SZ,20190404,,R
4,600615.SH,20190404,,R
5,600750.SH,20190404,,R
6,603766.SH,20190404,,R
7,603986.SH,20190404,,R
0,000608.SZ,20190402,,R
1,002205.SZ,20190402,,R
2,300188.SZ,20190402,,R
3,600202.SH,20190402,,R
4,600871.SH,20190402,,R
0,002121.SZ,20190401,,R
1,002682.SZ,20190401,,R
2,300176.SZ,20190401,,R
3,300266.SZ,20190401,,R
4,300359.SZ,20190401,,R
5,600321.SH,20190401,,R
6,600343.SH,20190401,,R
7,600517.SH,20190401,,R
8,430564.BJ,20190401,,R
0,000806.SZ,20190329,,R
1,002202.SZ,20190329,,R
2,600698.SH,20190329,,R
3,601975.SH,20190329,,R
0,000971.SZ,20190328,,R
1,002113.SZ,20190328,,R
2,300483.SZ,20190328,,R
3,600193.SH,20190328,,R
4,600408.SH,20190328,,R
5,600848.SH,20190328,,R
6,600982.SH,20190328,,R
0,000670.SZ,20190327,,R
1,002532.SZ,20190327,,R
0,000543.SZ,20190326,,R
1,002266.SZ,20190326,,R
2,300109.SZ,20190326,,R
3,600279.SH,20190326,,R
4,600877.SH,20190326,,R
0,002190.SZ,20190325,,R
1,002208.SZ,20190325,,R
2,600116.SH,20190325,,R
3,836504.BJ,20190325,,R
0,000897.SZ,20190321,,R
0,002015.SZ,20190320,,R
1,300746.SZ,20190320,,R
2,600072.SH,20190320,,R
3,430718.BJ,20190320,,R
0,002307.SZ,20190319,,R
1,002473.SZ,20190319,,R
2,600345.SH,20190319,,R
3,836263.BJ,20190319,,R
0,000803.SZ,20190315,,R
0,002059.SZ,20190314,,R
1,002765.SZ,20190314,,R
0,000953.SZ,20190313,,R
1,832145.BJ,20190313,,R
0,000590.SZ,20190311,,R
1,002533.SZ,20190311,,R
2,300667.SZ,20190311,,R
0,000715.SZ,20190308,,R
1,002252.SZ,20190308,,R
2,600856.SH,20190308,,R
3,830839.BJ,20190308,,R
0,000600.SZ,20190307,,R
1,000661.SZ,20190307,,R
2,300345.SZ,20190307,,R
3,600295.SH,20190307,,R
4,600335.SH,20190307,,R
0,002552.SZ,20190306,,R
1,600113.SH,20190306,,R
0,002237.SZ,20190305,,R
0,002112.SZ,20190304,,R
1,002356.SZ,20190304,,R
0,000538.SZ,20190301,,R
1,300132.SZ,20190301,,R
2,300278.SZ,20190301,,R
3,600459.SH,20190301,,R
0,002017.SZ,20190228,,R
1,002051.SZ,20190228,,R
2,002739.SZ,20190228,,R
0,002343.SZ,20190227,,R
0,000037.SZ,20190221,,R
1,000333.SZ,20190221,,R
2,000418.SZ,20190221,,R
3,002483.SZ,20190221,,R
4,002602.SZ,20190221,,R
5,603330.SH,20190221,,R
0,002086.SZ,20190218,,R
0,600131.SH,20190215,,R
0,300749.SZ,20190214,,R
0,300629.SZ,20190213,,R
0,002496.SZ,20190211,,R
1,600086.SH,20190211,,R
0,002627.SZ,20190201,,R
1,600081.SH,20190201,,R
0,300368.SZ,20190131,,R
0,300111.SZ,20190130,,R
1,300275.SZ,20190130,,R
2,600318.SH,20190130,,R
0,300462.SZ,20190129,,R
0,000895.SZ,20190128,,R
1,830809.BJ,20190128,,R
0,000996.SZ,20190125,,R
0,000785.SZ,20190124,,R
1,300053.SZ,20190124,,R
2,600478.SH,20190124,,R
3,603283.SH,20190124,,R
0,002450.SZ,20190123,,R
1,603286.SH,20190123,,R
0,600634.SH,20190122,,R
0,300481.SZ,20190121,,R
1,600265.SH,20190121,,R
0,300302.SZ,20190117,,R
1,600711.SH,20190117,,R
0,000409.SZ,20190116,,R
1,002680.SZ,20190116,,R
0,600462.SH,20190115,,R
